"URL","Usuario","Fecha","Info","Reseña"
"https://lh3.googleusercontent.com/a-/ALV-UjU4yYib_0Cg18EbLx_r3inpHQG4hhDngoJ3oRYXT18yMBUAq5DFww=w36-h36-p-rp-mo-ba6-br100","Agus","Local Guide · 312 reseñas · 2.230 fotos","Hace 3 años","Nueva parada taxi frente la salida metro"
"https://lh3.googleusercontent.com/a-/ALV-UjWp0JSZTpXMzuxwo1T8A4xCDRRFvuzI5ic1B22b-6xLZig9b747Hg=w36-h36-p-rp-mo-ba7-br100","Victor Iglesias","Local Guide · 669 reseñas · 8.266 fotos","Hace 6 años","Bien diseñado el enlace, amplía, indicaciones claras, diseño sobrio y a la vez monumental."
"https://lh3.googleusercontent.com/a-/ALV-UjVGrzYjYvArGBrTYGlGVczbTsS7ZvU9XD50RM_A30qXgnv-EaQ=w36-h36-p-rp-mo-ba5-br100","Fernando M. A.","Local Guide · 389 reseñas · 454 fotos","Hace 5 meses","Estación moderna: ascensor, amplios pasillos."
"https://lh3.googleusercontent.com/a-/ALV-UjU7EqmbJpTifj0XFQjdFkWFLScMxfv7tdtcLBM6MXYJ8XIlW-X2JQ=w36-h36-p-rp-mo-ba7-br100","Cris Sánchez De Paz","Local Guide · 2.144 reseñas · 2.033 fotos","Hace 7 meses","La estación esta genial es muy grande y hay un carrefour a la salida"
"https://lh3.googleusercontent.com/a/ACg8ocK3Jsd3FvEWHjT73HKPaChH0qkayUjN9OsenyW6R3OYmR8M7w=w36-h36-p-rp-mo-br100","Maria Forero","4 reseñas · 1 foto","Hace un año","Uno de los ascensores la mayoría de las veces está inoperativo, el único de acceso desde la calle. No entendemos porque no lo arreglan o si lo hacen al día vuelve a fallar"
"https://lh3.googleusercontent.com/a/ACg8ocIsiyKp32yVl_5P3yPqnXX2tJzesK7TjrSjkQIrG7_nW-QuPQ=w36-h36-p-rp-mo-ba6-br100","Antonio Fernandez Hernandez","Local Guide · 369 reseñas · 2.619 fotos","Hace 4 años","Si es la estación de metro, debo responder con sinceridad q se merece está valoración, es amplia, cómoda bien situada, con entradas y salidas a las diversas calles q la rodean, con ascensores y escaleras mecánicas q nos  ayudan a toda clase de pasajeros. En cuanto a su estructura pues en eso es moderna y anodina, sin más q añadir."
"https://lh3.googleusercontent.com/a-/ALV-UjU6VzsMUKutKl3mYpnm9Xv9hVCnuEVzN_VC5W4fHMOTQi50IqC6Xw=w36-h36-p-rp-mo-ba3-br100","Pedro Miguel Angel Mendez Galban","Local Guide · 28 reseñas · 15 fotos","Hace 3 meses","Buen lugar muy limpio"
"https://lh3.googleusercontent.com/a-/ALV-UjVJ6de5lEcQKAYmreSBFbw8YyB3cKeXwuSPzrJ1U39YseOv6vXoLg=w36-h36-p-rp-mo-ba4-br100","Rafa","Local Guide · 203 reseñas · 124 fotos","Hace un año","Excelente estación de metro ya que conecta con la línea 8 que va al aeropuerto y la línea 4 que va prácticamente hasta el centro. Además tiene conexión con varias paradas de autobuses"
"https://lh3.googleusercontent.com/a-/ALV-UjVxf4NuZwAK07bLFddFVRR5VckzG0oA4Ilg_WJV4EMFZ3wrWHXO=w36-h36-p-rp-mo-br100","Elyyy","3 reseñas","Hace un año","Estacion de metro amplia y limpia pero sus trabajadores dejan bastante que desear...mi pareja perdio el abono trasnporte y en la estacion de Arturo soria nos hicieron un papel que ""justificaba"" que viajaramos en metro durante todo el dia, al intentar ingresar en Mar de cristal se lo comentamos a dos trabajadores que estaban alli, al preguntarle si nos dejaban pasar con el justificante uno de ellos en un tono de risa nos dijo que con eso no haciamos nada que que nos creiamos y que si creiamos que con eso ibamos a poder viajar gratis en metro, se empezo a reir vacilandonos mientras su compañero se mantenia callado pero devolviendole la sonrisa.Nosotros somos madrileños y tenemos nuetros abonos transportes! por un descuido perdimos uno de ellos, no hace falta tratar a las personas como si fueran ignorantes, estan trabajando para ayudar a los viajeros no para reirse de ellos y hablarles con soberbia!"
"https://lh3.googleusercontent.com/a-/ALV-UjWzY6yORY63axNztK0mYtTAfofjgq4F9181Blgo6PwZoV-X7xJN=w36-h36-p-rp-mo-ba5-br100","Juan Ramirez","Local Guide · 97 reseñas · 5 fotos","Hace 3 años","Estación de Metro Mar de Cristal, perteneciente a Metro de Madrid, situado en el distrito de Hortaleza, y en el barrio de Canillas igual que la parada de esta estación, en Madrid ciudad. Recorre por ella la línea 4 y 8 del metro, color marrón la línea 4 y rosa la línea 8; que hace la marrón el recorrido desde Argüelles hasta Pinar de Chamartín, y la rosa hace el recorrido desde Nuevos Ministerios hasta Aeropuerto.

La estación siempre se encuentra Limpia y en buena condiciones, tiene  acceso para discapacitados en silla de rueda. Es una estación segura, ya que siempre hay vigilante de seguridad y personal de la empresa Metro de Madrid trabajando y dando asistencia, ayudando a los viajeros, con una amabilidad, correctos, con una gran sonrisas y disposición a  los diferentes usuarios que necesita que le ayuden.

En la salida de la estación se encuentra también paradas de autobuses por lo que complementa bastante las conexiones y la usabilidad del uso del transporte público de Madrid. Consiguiendo que se pueda usar todos los servicios colectivos, menos contaminante para el medio ambiente y por un precio correcto. También se encuentra aparcamientos público en el exterior.

Esta Estación esta situada en un punto estratégico de Madrid en unos de los barrios mas populares y concurrido para el ocio y las compras de comercio cercano, además de contar en la cercanías con un centro comercial con comercios y restauración de grandes multinacionales.

Para poder usar el servicio, hay distintas modalidades, desde abonos mensuales, hasta para billetes sencillos. Para los turista hay un abono para un uso como su nombre indica turístico.

Por eso es una opción cien por ciento recomendable por mi parte y le doy la máxima puntuación."
"https://lh3.googleusercontent.com/a-/ALV-UjW_N-u0kSrlalfdzKiND7KjydSxX9flVJbZJNe0-NFZRyFEXkqD=w36-h36-p-rp-mo-br100","Erick Gómez","13 reseñas","Hace 2 años","Lunes 16/5/2022 -> 5:10pm la trabajadora que está en este momento allí es de muy muy mal carácter, mala atención al público, mala atención al usuario del metro. Le vale nada que andes con niños o adultos mayores. Curso de atención al cliente y supervisión de sus superiores es mi mejor recomendación. A ella no le doy ni una estrella."
"https://lh3.googleusercontent.com/a-/ALV-UjVhZt9ga4Vx3eAvPAC85DxXeC02Lc6jEiEf1-uADH5qK-UXdzFFdg=w36-h36-p-rp-mo-ba7-br100","Elba Pazos","Local Guide · 824 reseñas · 9.750 fotos","Hace 3 años","Excelente estación de metro la de Mar de Cristal. Amplia, limpia, cómoda para conectar, con ascensores para acceder a la calle, personal amable. Es casi como parte del Centro Comercial Gran Vía de Hortaleza y su salida a este centro es muy agradable."
"https://lh3.googleusercontent.com/a/ACg8ocJ0mNuOYwmpRRo7MGt45i4mwFuGi8vtv0sNLqH89JrBvER8JA=w36-h36-p-rp-mo-br100","Diego Las","18 reseñas","Hace 2 años","Me parece increíble que no podáis decir en inglés que la línea está rota y que hay que coger el bus de fuera. Trabajo en Barajas y TODOS LOS DIAS hay muchísimos extranjeros que no entienden nada. No creo que una grabación en inglés explicando las complicaciones de la línea y que tiene que coger un bus sea demasiado complicado. Un poco de empatía, o les gustaría a ustedes que le digan en eslovaco que la línea termina en mitad de la nada?"
"https://lh3.googleusercontent.com/a-/ALV-UjUxjjv8qsRuvJNCr__3h3Zdgi9Y7CkxcEBWwQA56v39XaAk2W8m=w36-h36-p-rp-mo-ba4-br100","Monica Revilla","Local Guide · 172 reseñas · 104 fotos","Hace 2 años","En el día, no se le está dando la debida atención a los pasajeros de como transbordar, recuerden que muchos de ellos son extranjeros. En las noches si entran incluso a avisarte que el tren regresa al aeropuerto etc.
No puedo ser ajena a esto siempre termino guiando a alguien, claro que lo hago con cariño y mucha empatía. Sugiero que en las estaciones Aeropuerto T1,TE, TE, T4 se les debería de dar un pequeño aviso así no estarán perdidos sin saber que hacer."
"https://lh3.googleusercontent.com/a-/ALV-UjWgSmYTTWgD5sacMeA0n6fjzI5VyBDHv0pg240UuJQquiwDmTaOZA=w36-h36-p-rp-mo-ba6-br100","Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace 2 años","Parada de metro sin mas. Da servicio a un barrio de Madrid, el Barrio de Santa María. Hasta hace poco estaban de obras en un tramo de la línea de metro, pero ya está retomado el servicio"
"https://lh3.googleusercontent.com/a/ACg8ocJmghggg82wCdtp4Wcy9oDRowqSmJ_ZElqXc3jUcHIMcU_15A=w36-h36-p-rp-mo-ba5-br100","RAFAEL ANTONIO ROMERO RODRIGUEZ","Local Guide · 345 reseñas · 2 fotos","Hace 7 meses","Excelente,  lo han remodelado y se ve bien 👍!…"
"https://lh3.googleusercontent.com/a-/ALV-UjV8Vd4P-0w4zKSc4k8gPZLHnzNUNaVAq4RGEiBPsWlqeuz4QjE=w36-h36-p-rp-mo-ba5-br100","Miguel Angel","Local Guide · 192 reseñas · 149 fotos","Hace 4 meses","Estación moderna y espaciosa."
"https://lh3.googleusercontent.com/a-/ALV-UjUCBqRKMveZw5aQyAJhiZesvloMvHL8ADaAZLpKA1j2f7RfbAcs3g=w36-h36-p-rp-mo-ba3-br100","Maria Jesús B.","Local Guide · 44 reseñas · 12 fotos","Hace un año","Una experiencia normal,  entre al metro , no tiene escaleras de bajadas asique bajé por el ascensor pues , me daba pereza bajar escaleras , sin más"
"https://lh3.googleusercontent.com/a/ACg8ocLik_Nx_8JEitT3-SI2lcpRw2M2n9CS__4-j6Y8BlJ2zhDXmQ=w36-h36-p-rp-mo-ba4-br100","Verónica I","Local Guide · 117 reseñas · 161 fotos","Hace 7 años","Acceso para minusválidos por medio de ascensor en una de sus entradas. Actualmente cortada la línea 8 que conecta con Nuevos Ministerios debido a obras de mejora en la línea. Hay un servicio de autobuses que conecta con el aeropuerto desde esta estación. Se reabrirá a mediados de Abril el servicio."
"https://lh3.googleusercontent.com/a-/ALV-UjVxlnA-XdElFhuvtEwwGy8q7jVXVgvozBRwlbQvOknjCOSVjtActw=w36-h36-p-rp-mo-br100","VEBRMAD","211 reseñas · 11.394 fotos","Hace un año","Una estación poco controlada, mucha gente en el vagón sin mascarilla o bajada . Bastante transitada y buena conexión con autobuses"
"https://lh3.googleusercontent.com/a/ACg8ocJ430cGSIOIfkRnhcaTGZbkNEwF-QdlU0Q2W09PqiJK-hm0eQ=w36-h36-p-rp-mo-ba4-br100","Jorge Eduardo Nicosia","Local Guide · 51 reseñas · 289 fotos","Hace 2 años","Es una estación no muy concurrida, muy amplia, nueva, paso obligado para el transbordo para llegar a la feria ifema o a la T4 y otras."
"https://lh3.googleusercontent.com/a-/ALV-UjX6dawiUf9LbUsTNlq9LDFPaOJ4IC3_fiRsy1PfCaGcfGKfxWFd3w=w36-h36-p-rp-mo-ba5-br100","Manu La Leyenda","Local Guide · 140 reseñas · 1.057 fotos","Hace un año","Zona buena,y con un centro comercial,con tiendas de todo tipo y para picar, también"
"https://lh3.googleusercontent.com/a-/ALV-UjVYRBTtSls3pfhvOGF1HmJ3jWLsmpHPb0fYbz5xwTWkz9uK89jH=w36-h36-p-rp-mo-ba4-br100","Pablo Gutierrez","Local Guide · 144 reseñas · 39 fotos","Hace 7 años","Moderna estación que quizás sea un poco liosa, ya que las dos líneas que pasan por ella se cruzan de forma perpendicular y a veces puede causar confusión si vas con prisa. Tiene cajero y vending."
"https://lh3.googleusercontent.com/a/ACg8ocLDEthTgthmrEK4w7tZ3Q3s4eaW-5K6fF6p7wQmdOSEjE_hNw=w36-h36-p-rp-mo-ba6-br100","fer fuente","Local Guide · 958 reseñas · 70 fotos","Hace un año","Buena estación de metro pero le falta empleado que pueda ayudar a sacar billete, dudas etc."
"https://lh3.googleusercontent.com/a-/ALV-UjUD5Poo7R3yq2RPx89fQJ2SCfhtPi7qc6GXe0FpPDGicAMYuDGEVw=w36-h36-p-rp-mo-ba6-br100","Julio MM","Local Guide · 718 reseñas · 2.250 fotos","Hace 8 años","La Glorieta de Mar de cristal esconde la parada de Metro que lleva su nombre. Cuidado a los conductores, en el cruce con la calle Emigrantes se producen muchos accidentes ya que hay un semáforo doble. Hace seis años nos embistió un coche que se saltó el semáforo, y a menudo los vecinos somos testigos de los choques que se producen."
"https://lh3.googleusercontent.com/a-/ALV-UjXCF3J7dRnsakfvM_NlsWjB7sue-WaQVl5zokW1SrnBXe7O1Di3IA=w36-h36-p-rp-mo-ba8-br100","Pierre Marteau Van Wetter","Local Guide · 590 reseñas · 14.943 fotos","Hace 4 años","Una de mis estaciones preferidas que uso con frecuencia, para visitar el fabuloso CC Gran vía de Hortaleza.

Metro Madrid, simply the best!!!

Que Viva España."
"https://lh3.googleusercontent.com/a-/ALV-UjXAAOeLUGP0nEgouRisoaoyzEvwXXspB5txLMYhBj711lhG9Sw=w36-h36-p-rp-mo-ba3-br100","Gastón Falacara","Local Guide · 42 reseñas · 89 fotos","Hace 3 años","La estación no tiene dispensadores de alcohol !!!!  Un sitio donde pasan miles de personas sin alcohol en la pandemia???"
"https://lh3.googleusercontent.com/a-/ALV-UjVsVBUNQdTVPSqPD_Vt8mGbJBjjKOQ0WmEzQ-O4l0ejo8OEQcE=w36-h36-p-rp-mo-ba3-br100","Diego57709","Local Guide · 34 reseñas · 36 fotos","Hace 3 años","Un estación de metro muy bonita por su color rojo y muy bien distribuida, no hace falta caminar 5 minutos para llegar al siguiente andén(ejem Diego de León)"
"https://lh3.googleusercontent.com/a-/ALV-UjXe6WniTIJrfzeocS_eI0Bh5dnUCRJdG6W9U8oa9r75kGp6oGtH=w36-h36-p-rp-mo-ba4-br100","xabier Suarez","Local Guide · 70 reseñas · 2 fotos","Hace 2 años","Es una estación de metro que está en el barrio de las tablas, y con muy buena comunicación para ir al hospital Isabel Censal, y a Valdebebas."
"https://lh3.googleusercontent.com/a-/ALV-UjX0qS6iZfH2JUpn-3JRKUd8JkCkOXeTvJgNlncDqCNPkjVEzgQzwQ=w36-h36-p-rp-mo-ba4-br100","KRISTIAN HERNÁNDEZ","Local Guide · 24 reseñas · 351 fotos","Hace 2 meses","Buenas sitio"
"https://lh3.googleusercontent.com/a-/ALV-UjU6tDOFeM2Ia4bD1i95lRz0NGH-ANdn6MW48aDJ8LiI17CUoE-0=w36-h36-p-rp-mo-ba7-br100","K","Local Guide · 1.256 reseñas · 2.852 fotos","Hace un año","Estacion adaptada para personas con movilidad reducida.
Andenes muy amplios y estación nueva.
Tornos de acceso antiguos"
"https://lh3.googleusercontent.com/a/ACg8ocIlVXpvqblRXOHPqHcjhfri6jZ8ubNoK-ZHGdg-huDvgLYy6w=w36-h36-p-rp-mo-ba6-br100","José G. Tamés Pérez","Local Guide · 311 reseñas · 1.408 fotos","Hace 2 años","Buena zona para vivir,  bien comunicada, muchos autobuses, metro, para de taxis. Centro comercial, parques y próximo a la policía."
"https://lh3.googleusercontent.com/a/ACg8ocJHIQW1yZ7Smd4C8UgcS9-CwvwRdLv5NyDp2aMQ1ft48smwfA=w36-h36-p-rp-mo-ba3-br100","pino perez herrera","Local Guide · 24 reseñas · 3 fotos","Hace 7 meses","Trabaje en ella y mi experiencia profesional de diez 🇪🇺🇪🇦…"
"https://lh3.googleusercontent.com/a-/ALV-UjUX4Q-J2LvQDaUXxf9xH1T_0b2kc_fO8ezZeCGnngeUHS0lYyZG=w36-h36-p-rp-mo-br100","Veronica Gómez Ramos","30 reseñas","Hace 5 años","Afluencia de autobuses, sobre todo el 112 que llegan a su hora o antes, desastre en la organización de paradas, malas ideas en poner al 112 fuera de su parada natural, siempre a estado en la boca del metro"
"https://lh3.googleusercontent.com/a-/ALV-UjXh3DPLvFKIXcJHRHRXgoc5NXnstfxtSJSWuOX2Le73NEZIWgGGdw=w36-h36-p-rp-mo-ba4-br100","Yago Rosa","Local Guide · 120 reseñas · 478 fotos","Hace 8 años","Es una estación de metro, poco se le puede pedir. Al menos la mantienen suficientemente limpia por tener la línea 8"
"https://lh3.googleusercontent.com/a-/ALV-UjX0D3VNiKF-Yf_yHiMMGLRS_Mr-pZ_PNcu9bNz-Ox2PSczm8pFnbA=w36-h36-p-rp-mo-ba4-br100","Sandra Reyes Cerdas","Local Guide · 95 reseñas · 348 fotos","Hace 2 años","Arriba está el centro comercial donde puede ir a un Carrefour"
"https://lh3.googleusercontent.com/a/ACg8ocIpmLMXxL9pEvKo8oa2MSt0NQi_Cd5OpGxmYPb_y0NulkaSo1g=w36-h36-p-rp-mo-ba5-br100","M E","Local Guide · 563 reseñas · 299 fotos","Hace 7 años","Parada estándar de la línea 4 y 8 al lado del centro comercial mar de cristal. Hay un parque relativamente bonito muy cerca."
"https://lh3.googleusercontent.com/a-/ALV-UjU84coln0DTJD35pe14ujTjPkjxs055FRM9qugFWHvTokr9Pa53rw=w36-h36-p-rp-mo-ba6-br100","Julio Rodriguez","Local Guide · 613 reseñas · 3.499 fotos","Hace un año","Una estación de metro amplia, limpia y de fácil acceso."
"https://lh3.googleusercontent.com/a/ACg8ocJQebsyO29NyTt-mGcR8ylzADpS15LpxdY2J28bej2kauQxog=w36-h36-p-rp-mo-ba4-br100","Visitacion Rodríguez","Local Guide · 48 reseñas · 74 fotos","Hace un año","Desde el Autobús esta tarde gran aguacero,"
"https://lh3.googleusercontent.com/a-/ALV-UjXyc0KNv35kzYXusol_a2NfZc-7dE1jvrmADYG1O4_HM0Yc6ppU=w36-h36-p-rp-mo-ba3-br100","Milena","Local Guide · 30 reseñas","Hace 2 años","Muy buen sitio para llegar al centro comercial"
"https://lh3.googleusercontent.com/a/ACg8ocLj7craqOx-nhe7qjUUNbXj1nKx5KeZkOsY7vrpv0qYMvUxJzc=w36-h36-p-rp-mo-ba3-br100","ALFONSO MANTIS","Local Guide · 27 reseñas · 1 foto","Hace un año","Estación amplia y relativamente nueva y moderna"
"https://lh3.googleusercontent.com/a-/ALV-UjWsfCTByxgfoZLX5rycAjfCI-za4s0ku_dgXTLM_mmuibXxDPiR=w36-h36-p-rp-mo-ba3-br100","Frank Rojo de corazon 24","Local Guide · 38 reseñas · 24 fotos","Hace un año","Poco concurrido y fácil asecibilidad excelente"
"https://lh3.googleusercontent.com/a-/ALV-UjXLIabxLNdiWGeLwCV1_V51eYZ0SO33wVq1MPKJgnZr3_i7idcB4w=w36-h36-p-rp-mo-ba5-br100","Arlo Z","Local Guide · 198 reseñas · 357 fotos","Hace 7 años","Estación amplia y con buena señalización.
Poco personal y demasiada máquina."
"https://lh3.googleusercontent.com/a/ACg8ocLVhc_VOvXFxww7UPh4Kux8IYAVs9f1oU--p8bSXJmcTcmvIw=w36-h36-p-rp-mo-ba5-br100","Ernie Aparicio","Local Guide · 122 reseñas · 140 fotos","Hace un año","Buen acceso y muy limpio."
"https://lh3.googleusercontent.com/a/ACg8ocL6j3fUjdHjzglCFPCFitAnCJ2BggebpG8jNROfZWVFbqChuA=w36-h36-p-rp-mo-ba4-br100","Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Mar de Cristal es una estación del servicio de metro de Madrid línea 4 y 8 en la glorieta de mar de cristal en el barrio Hortaleza en Madrid España"
"https://lh3.googleusercontent.com/a-/ALV-UjXRRtznqdd0nn1WOZGgsaBv03Y0KHHF84xDxwIPRMgKfR_7QZ_X=w36-h36-p-rp-mo-br100","Niflowers Design","99 reseñas · 26 fotos","Hace 2 años","Estación limpia, accesible y cómoda"
"https://lh3.googleusercontent.com/a-/ALV-UjURx2zwzNNtWCK2UlwVUCAtAVtF7Qc2fVQ8uc0cUY3mQ1nTWxFKRQ=w36-h36-p-rp-mo-ba5-br100","Francisco González","Local Guide · 164 reseñas · 845 fotos","Hace 2 años","Nos gustó mucho y nos sentimos cómodos."
"https://lh3.googleusercontent.com/a-/ALV-UjUdGYsBpVABogc9CFceLx4OqWG8HoP7sexLOlBunm-P6n_SH9B9iw=w36-h36-p-rp-mo-ba6-br100","Julio Diarte","Local Guide · 826 reseñas · 3.509 fotos","Hace un año","Es cómodo y fácil acceso."
"https://lh3.googleusercontent.com/a-/ALV-UjUQwWLlxvBK1qwyTfnJrejIwnxvYmjY-rD5bvqoqI8plm8hU0g=w36-h36-p-rp-mo-ba5-br100","Adriana Curletti","Local Guide · 218 reseñas · 72 fotos","Hace 8 meses","Estación de metro con acceso a las líneas 4 y 8"
"https://lh3.googleusercontent.com/a-/ALV-UjV3t_6Ch_X-xoioDtG0qmI-YB6eBOIXX-raKFyXBWaybT7Rty2X=w36-h36-p-rp-mo-br100","Enrique Eusebio Vázquez Huerta","17 reseñas · 2 fotos","Hace un año","Parada de las líneas 4 y 8 del Metro de Madrid."
